id,nameVi,nameEn,categoryName,categoryNameEn,kcal,protein,fat,carb,vitaminC,vitaminA,calcium,iron,potassium,sodium,zinc,magnesium,fiber,cholesterol,mufaPufa,transfat,betaCaroten
69364097e0339601e90f2535,Kem sữa chua trân châu,Yogurt ice cream with tapioca pearls,Giải khát,Drinks,284.2,6.4,7.5,47.8,1.3,46.7,318.2,2.1,,90.4,1.1,21.6,,23.4,,,19.8
69364034e0339601e90f2534,Sữa chua kem,Ice-cream yogurt,Giải khát,Drinks,117.3,5.9,6.7,8.4,1.3,46.7,216.0,0.2,,82.8,1.1,21.6,,23.4,,,19.8
69363fddd8b39b9c6d042da4,Sữa chua kem gạo tím,Purple rice ice-cream yogurt,Giải khát,Drinks,196.1,6.4,5.3,30.6,0.8,31.1,149.3,1.0,,56.8,1.3,31.5,,15.6,,,13.2
69363f5cbbd0694aee05f365,Sữa chua chân trâu,Yogurt with tapioca pearls,Giải khát,Drinks,244.4,244.4,244.4,42.8,0.8,31.1,308.6,1.2,,70.6,0.7,14.4,,70.6,,,13.2
69363f0344d4eca4a505c453,Nước trà hoa cúc,Chrysanthemum tea,Giải khát,Drinks,18.3,0.1,,4.5,3.9,0.8,22.8,,,,,,,,,,9.0
69363ebb0c691c98e309c203,Kem trứng,Egg custard,Giải khát,Drinks,390.8,10.4,22.1,37.5,,504.6,69.7,4.8,,172.1,1.9,7.3,,1056.4,,,45.8
69363df870ce43b3cb0f6d74,Chè dừa dầm,Coconut jelly sweet soup,Giải khát,Drinks,469.8,12.4,8.2,86.6,,45.5,445.0,3.9,5.5,331.6,1.6,224.7,,25.5,7.9,,
69363d5063a581f3c80c82e3,Chè thập cẩm,Mixed sweet soup,Giải khát,Drinks,629.1,11.3,10.2,123.0,5.6,7.6,233.8,10.4,,111.8,1.9,97.9,,,,,90.1
69363c9270ce43b3cb0f6d72,Chè sen,Lotus seed sweet soup,Giải khát,Drinks,262.9,5.2,0.5,59.4,14.8,3.7,56.4,2.8,,11.1,0.2,68.7,,,,,40.1
6916c7604ebefc46d1078425,Bánh đúc tàu,Rice cake made of rice flour and lime water,Các loại bánh,Cakes,175.6,9.6,2.2,29.3,,8.5,168.7,2.0,11.4,671.6,0.5,62.4,,57.2,22.6,,
6916ae0f773eb79513059162,Bánh cuốn trứng,Egg stuffed pancake,Các loại bánh,Cakes,537.6,22.6,28.5,47.7,10.0,172.4,96.8,4.5,,1161.5,2.7,107.3,,491.8,,,41.5
6916ac394b783596c50f85d3,Bánh cuốn thịt,Pork stuffed pancake,Các loại bánh,Cakes,493.1,13.8,19.8,65.0,28.2,31.4,83.8,2.7,,1580.7,2.1,124.9,,16.7,,,362.7
6916aa47c003cea4950f0a62,Bánh cuốn nhân tôm thịt,Stuffed rice pancake with shrimp and pork,Các loại bánh,Cakes,475.7,12.5,19.1,63.4,14.4,16.0,60.7,2.5,,1016.4,2.1,107.8,,28.7,,,160.1
6916a1124ebefc46d1078423,Bánh cuốn chay chả,Vegetarian steamed pancake with 'chả',Các loại bánh,Cakes,673.4,13.0,36.2,73.9,9.6,3.9,57.7,3.0,,1049.0,3.7,172.0,,28.8,,,40.9
69157fc863951f74730a8443,Bánh bột lọc 6 cái,Vietnamese Tapioca Dumplings (6 pieces),Các loại bánh,Cakes,335.2,7.4,14.4,44.0,20.9,70.1,67.0,1.5,,1288.5,0.3,41.6,,11.9,,,735.5
6911b64e2334af97bf0b9105,Bánh bột lọc (5 cái),Vietnamese Tapioca Dumplings (5 pieces),Các loại bánh,Cakes,199.9,4.3,8.7,26.1,10.7,8.9,26.2,0.7,,743.5,0.1,19.8,,14.7,,,84.8
6911b4726689d716fe071305,Bánh bèo 2 cái,Two water fern cake,Các loại bánh,Cakes,899.0,35.8,47.5,82.2,35.4,33.1,155.5,5.2,,1741.5,2.6,201.4,,40.2,,,368.3
6911b07c668d1a5d170be115,Bánh bèo,Water fern cake,Các loại bánh,Cakes,451.1,19.0,17.2,55.1,14.6,5.4,170.8,5.7,,926.3,1.3,22.4,,0.0,,,57.1
6911afc2b39ebc247c0c6673,Bánh mì - xôi chảo,Baguette with combo pan,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",995.8,41.4,62.6,66.7,23.3,645.4,92.9,6.3,,2261.9,2.0,125.2,,116.1,,,36.5
6911ae9d668d1a5d170be113,Xôi xéo thập cẩm,Turmeric sticky rice with mung beans and mixed toppings,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",789.9,27.8,28.2,106.3,2.6,346.6,70.9,6.9,,95.2,4.3,58.9,,279.8,,,520.3
6911accb23f4ad0dfb07e1d4,Xôi xéo đùi gà sốt,"Sticky rice with mung bean, chicken thigh, and sauce","Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",612.6,29.5,9.2,102.9,2.6,61.8,52.2,2.8,,43.1,4.6,31.5,,0.9,,,517.6
6911a8e3984f6cceb803bc43,Xôi thịt thập cẩm,Sticky Rice with Mixed Meat,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",856.4,36.8,20.9,130.2,5.1,178.0,76.9,4.5,,889.3,5.0,75.0,,62.1,,,67.6
6911992c7cba214d4206a9f2,Xôi thịt thập cẩm,Sticky Rice with Mixed Meat,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",856.4,36.8,20.9,130.2,5.1,178.0,76.9,4.5,,889.3,5.0,75.0,,62.1,,,67.6
6911963bf479909e320ce8d2,Xôi thịt,Sticky rice with braised pork,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",785.0,42.3,10.1,131.3,43.5,229.4,83.4,5.7,,380.3,6.5,65.3,,96.8,,,1986.9
69118ad7e1a30ea847071f12,Xôi đỗ đen,Black Bean Sticky Rice,"Cơm, cháo, xôi","Fried rice, rice congee, sticky rice",677.8,19.0,24.6,95.0,4.6,1.4,145.5,10.3,,741.8,3.5,91.7,,7.6,,,16.2
690c60bea9828561a30bf0d4,Xúc xích rán (5 cái),Fried sausages (5 pieces),Các món khác,Other food dishes,333.2,18.5,27.1,4.0,9.0,34.5,11.6,1.3,,291.0,2.5,19.4,,84.9,,,77.1
690c60727c4862c7c40249f5,Trứng vịt lộn,Balut (fertilized duck egg),Các món khác,Other food dishes,118.2,8.8,8.0,2.7,,587.3,56.0,2.0,,60.7,,10.4,,,,,280.3
690c6023c16dbd1eec0ec0f5,Thịt xiên nướng,Grilled meat skewers,Các món khác,Other food dishes,227.4,31.3,11.0,0.9,3.0,3.9,36.5,1.1,,2.5,3.6,1.2,,,,,25.7
690c5f977c4862c7c40249f4,Sắn luộc,Boiled cassava,Các món khác,Other food dishes,281.7,2.0,0.4,67.7,,1.2,44.6,2.1,14.3,3.6,,7.1,,,60.7,,
690c5f597c4862c7c40249f3,Quẩy rán,Fried dough sticks,Các món khác,Other food dishes,150.4,4.1,5.5,21.1,,,,,,,,,,,,,
690c5f217c4862c7c40249f2,Quả xoài dầm,Shredded mango with seasoning,Các món khác,Other food dishes,360.7,4.2,1.0,83.7,139.2,90.9,30.5,1.3,,1865.4,0.5,,,,,,1090.4
690c5ec026798787b50e9334,Ngô luộc,Boiled corn,Các món khác,Other food dishes,286.4,6.5,3.7,56.8,,,30.0,1.3,,,,,,,,,
690c5e8b928e9967350fc8a5,Nem rán (4 cái),Fried spring rolls (4 pieces),Các món khác,Other food dishes,413.2,14.2,24.1,34.8,37.8,113.9,111.2,3.8,,1661.7,1.9,79.7,,145.7,,,876.6
690c5e420a19862c030fd0a3,Nem chua rán 5 cái,Fried fermented pork rolls (5 pieces),Các món khác,Other food dishes,157.9,25.0,4.3,4.9,,,27.6,,,547.4,,,,,,98.9,
690c5e09689e42e62e0a1f93,Khoai tây chiên,French fries,Các món khác,Other food dishes,296.0,3.8,12.9,41.3,18.8,0.8,18.8,2.3,,13.1,0.6,60.0,,,,,9.4
690c5dbe689e42e62e0a1f92,Khoai lang mật nướng,Roasted honey sweet potato,Các món khác,Other food dishes,746.2,4.8,1.2,179.0,,75.1,204.3,6.0,,186.3,1.2,1207.7,,,,,901.2
690c5d7260c347a5f8010cb4,Khoai lang luộc,Boiled sweet potato,Các món khác,Other food dishes,393.3,2.5,0.6,94.4,72.8,39.6,107.7,3.2,,98.2,0.6,636.5,,,,,475.0
690c5d0c32f162f88e0198c4,Khoai lang chiên,Fried sweet potato,Các món khác,Other food dishes,376.8,2.2,23.4,39.4,20.8,11.3,59.9,1.2,,31.0,0.5,204.0,,,,,135.5
690c5cba13ab9e7b300a16c3,Hạt dẻ nướng,Roasted chestnuts,Các món khác,Other food dishes,227.5,4.3,1.1,50.1,36.7,,18.4,1.4,,3.1,0.9,85.7,,,,,
690c5c7460c347a5f8010cb3,Hạt dẻ luộc,Boiled chestnuts,Các món khác,Other food dishes,159.3,3.0,0.8,35.0,25.7,,12.9,1.0,,2.1,0.6,60.0,,,,,
690c5c31928e9967350fc8a3,Củ từ luộc,Boiled taro,Các món khác,Other food dishes,357.4,5.5,,83.8,,,103.4,0.7,,262.1,,103.4,,,,,
690c5bd6928e9967350fc8a2,Bánh bỏng kê,Popped millet cake,Các món khác,Other food dishes,286.0,3.7,1.6,64.2,,4.0,17.4,2.1,,5.5,1.2,339.7,,,,,47.4
690c5b7cb5326f44090b3f84,Tào phớ,Soybean pudding,"Chè, các loại giải khát","Sweet soup, drinks",421.4,8.7,0.7,95.1,,,346.7,2.8,,108.4,0.2,142.4,,,,,
690c5b39b5326f44090b3f83,Nước mía,Sugarcane juice,"Chè, các loại giải khát","Sweet soup, drinks",228.9,,,,,,,,,,,,,,,,
690c5afbe1d2f4fe96071583,Nước ép ổi (size l),Guava juice (large size),"Chè, các loại giải khát","Sweet soup, drinks",346.3,3.5,,83.1,359.6,180.8,59.8,7.6,,23.2,13.9,127.6,,,,,2169.2
690c5aae7abdf606e807da32,Nước ép dưa hấu,Watermelon juice,"Chè, các loại giải khát","Sweet soup, drinks",85.1,5.7,1.0,13.4,33.5,176.1,38.2,4.8,,21.5,0.5,71.7,,,,,
690c5a5ec16dbd1eec0ec0f2,Nước ép chanh leo,Passion fruit juice,"Chè, các loại giải khát","Sweet soup, drinks",67.3,0.7,0.2,15.7,9.0,19.3,7.9,0.5,,8.4,,8.7,,,,,224.0
690c5a0bbfa95965e4027ed2,Nước ép cam (size l),Orange juice (large size),"Chè, các loại giải khát","Sweet soup, drinks",176.8,3.4,,40.8,151.6,29.4,130.7,1.5,,13.3,0.8,37.9,,,,,109.9
690c599881870971bd0f4a12,Bánh trôi tàu,Sweet glutinous rice dumplings in syrup,Các loại bánh,Cakes,354.8,8.0,7.2,64.5,0.6,0.3,78.8,2.8,,5.9,1.5,59.6,,,,,3.7
690c592c1b9fac808f018f55,Bánh tráng trộn,Mixed rice paper salad,Các loại bánh,Cakes,436.7,12.6,14.4,63.6,26.7,13.3,87.3,1.8,,55.2,0.4,32.4,,,,,158.9
690c58d6caa004c2330ad510,Bánh tiêu,Hollow fried doughnut,Các loại bánh,Cakes,199.6,2.9,11.9,20.4,0.4,,30.9,0.8,,36.4,0.7,46.3,,,,,0.3
690c588c9f00465dc8016b4f,Bánh tẻ,Savory steamed rice cake,Các loại bánh,Cakes,336.4,13.7,9.8,48.4,0.5,1.1,42.4,5.2,,364.8,2.2,44.2,,33.8,,,1.3
690c582fdb08a42cb609827e,Bánh rán vừng,Sesame fried cake,Các loại bánh,Cakes,1042.0,17.1,57.8,113.3,,0.8,221.9,6.6,,12.2,5.3,151.9,,3.2,,,9.0
690c57e41bfe50fe530c1db1,Bánh rán vừng (5 cái),Sesame fried cakes (5 pieces),Các loại bánh,Cakes,508.6,8.3,28.1,55.6,0.4,0.3,86.8,2.6,,4.7,2.1,59.2,,1.3,,,3.5
690c579b6bac436e34099df4,Bánh rán ngọt,Sweet fried cake,Các loại bánh,Cakes,250.9,3.6,0.4,58.4,,,9.6,0.7,,1.3,0.8,54.9,,,,,0.3
690c56fbcaa004c2330ad50f,Bánh rán mật (5 cái),Molasses-fried cakes (5 pieces),Các loại bánh,Cakes,297.6,4.6,14.0,38.3,0.2,0.2,72.3,1.4,,88.4,1.1,43.4,,,,,2.5
690c56b26bac436e34099df3,Bánh rán mật,Molasses-fried cake,Các loại bánh,Cakes,691.0,10.7,32.5,88.9,,0.7,237.6,4.7,8.1,290.3,3.4,142.6,,,0.7,,
690c5659a9d4e1cfac00cec2,Bánh rán mặn,Savory fried cake,Các loại bánh,Cakes,406.1,9.3,20.0,47.3,19.4,37.2,53.4,4.1,,632.6,2.0,35.0,,,,,362.5
690c5602db08a42cb609827b,Bánh rán đường (5 cái),Sugar-coated fried cakes (5 pieces),Các loại bánh,Cakes,325.9,5.1,15.3,41.9,0.2,0.2,79.2,1.6,,96.8,1.2,47.5,,,,,
690c55b20ec1a7e8e10041bd,Bánh rán đường,Sugar-coated fried cake,Các loại bánh,Cakes,680.0,10.5,32.0,87.5,0.6,0.6,206.6,4.1,,252.4,3.0,124.0,,,,,7.1
690c55651bfe50fe530c1daf,Bánh quẩy,Fried dough sticks,Các loại bánh,Cakes,100.4,2.4,3.2,15.4,,,,,,,,,,,,,
690c552e6a2cbde59505b74c,Bánh nếp,Glutinous rice cake,Các loại bánh,Cakes,282.9,8.0,3.7,54.3,0.4,0.4,16.5,1.2,,99.4,1.4,40.8,,5.4,,,2.9
690c54e31bfe50fe530c1dae,Bánh mỳ thập cẩm,Mixed sandwich,Các loại bánh,Cakes,541.4,22.8,30.3,44.5,25.2,400.5,73.0,4.7,,206.5,1.3,95.0,,86.5,,,494.3
690c5496caa004c2330ad50e,Bánh mỳ que,Breadstick,Các loại bánh,Cakes,478.0,5.6,42.1,19.1,24.1,373.4,40.6,2.6,,253.4,0.2,33.0,,42.0,,,670.7
690c54451b9fac808f018f53,Bánh mỳ giò chả,Bread with pork sausage,Các loại bánh,Cakes,337.1,10.4,19.0,31.1,1.5,3.3,31.9,2.1,,142.9,1.3,60.0,,14.0,,,40.0
690c53fb1bfe50fe530c1dad,Bánh mỳ bate trứng,Bread with pâté and egg,Các loại bánh,Cakes,415.8,17.6,20.9,39.5,9.8,914.2,58.9,4.3,,944.7,0.4,59.8,,79.5,,,2223.6
690c53b26a2cbde59505b74a,Bánh mỳ,Bread,Các loại bánh,Cakes,125.0,4.0,0.4,26.4,,,14.0,1.0,,,,,,,,,
690c53755ed22f2a780d036c,Bánh giò,Pyramid rice dumpling,Các loại bánh,Cakes,325.5,15.0,11.1,41.3,0.4,85.4,52.3,5.4,,348.4,2.2,40.6,,265.5,,,4.2
690c53285ed22f2a780d036b,Bánh gối 3 cái,Three fried pillow cakes,Các loại bánh,Cakes,573.8,16.1,25.3,70.4,17.0,103.5,117.5,6.5,,352.2,3.3,163.9,,100.0,,,804.8
690c52dc6a2cbde59505b748,Bánh gai,Black sticky rice cake,Các loại bánh,Cakes,175.4,3.3,1.8,36.6,,,167.7,8.3,,,0.4,,,,,,
690c52a46a2cbde59505b747,Bánh đúc,Plain rice cake,Các loại bánh,Cakes,193.7,4.6,1.2,41.1,,,150.0,1.2,,,,,,,,,
690c52695ed22f2a780d036a,Bánh đa,Sesame rice cracker,Các loại bánh,Cakes,818.1,25.9,7.3,162.2,,,,,,,,,,,,,
690c52353bfe05838b024f27,Bánh dày ngọt,Sweet sticky rice cake,Các loại bánh,Cakes,374.9,9.6,1.4,81.1,,0.3,23.3,1.6,,2.7,1.7,54.7,,,,,4.0
690c51bf1bfe50fe530c1da9,Bánh dày giò,Sticky rice cake with pork sausage,Các loại bánh,Cakes,290.3,16.6,3.9,47.1,,,10.0,0.8,,1.9,1.4,10.6,,23.9,,,
690c4b740ec1a7e8e10041b9,Bánh dày,Sticky rice cake,Các loại bánh,Cakes,222.7,7.0,1.1,46.1,0.5,0.3,15.6,1.2,,2.3,1.3,39.1,,,,,3.4
690c4b28febaa4cfa5012ba2,Bánh chưng rán,Fried square sticky rice cake,Các loại bánh,Cakes,416.0,15.0,5.5,76.6,,1.1,51.6,2.5,,126.8,1.9,107.0,,7.4,,,
690c4add1bfe50fe530c1da8,Bánh chưng rán,Fried square sticky rice cake,Các loại bánh,Cakes,374.5,14.3,4.8,68.4,,9.3,54.7,2.8,,900.2,1.8,99.0,,6.5,,,107.1
690c4a8f5ed22f2a780d0369,Bánh chuối,Banana cake,Các loại bánh,Cakes,177.1,2.0,9.5,20.9,,2.0,12.2,0.6,,11.2,0.5,38.8,,,,,16.2
690c4a19caa004c2330ad50c,Bánh chay,Sweet mung bean glutinous rice balls,Các loại bánh,Cakes,200.5,2.8,5.6,34.8,0.4,0.1,28.4,4.5,,4.8,1.1,36.7,,,,,0.9
690c49c3db08a42cb6098278,Bánh cuốn chả,Steamed rice rolls with pork sausage,Các loại bánh,Cakes,492.3,26.1,17.3,58.1,3.0,1.2,55.2,5.6,,6.4,3.2,30.4,,,,,4.9
690c495c6a2cbde59505b743,Bánh cuốn,Steamed rice rolls,Các loại bánh,Cakes,572.3,27.5,20.1,70.4,28.3,82.9,116.5,6.1,,1085.6,3.1,54.4,,178.6,,,218.7
690c48bc0ec1a7e8e10041b7,Bánh bột lọc,Tapioca dumplings,Các loại bánh,Cakes,366.6,8.6,18.4,41.7,9.9,58.8,47.2,1.2,,110.5,0.2,22.2,,13.5,,,622.4
690c4867db08a42cb6098277,Cháo sườn,Pork rib porridge,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",319.7,14.3,11.1,40.6,4.1,29.6,32.1,1.0,,153.2,1.8,23.0,,22.9,,,355.6
690c480b9f00465dc8016b49,Cháo trai không quẩy,Clam porridge without fried dough sticks,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",253.7,12.5,3.1,43.9,8.2,153.1,1210.7,3.6,,99.7,3.3,27.8,,57.8,,,1.2
690c47980ec1a7e8e10041b6,Cháo trai có quẩy,Clam porridge with fried dough sticks,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",272.0,9.3,6.2,44.8,7.9,69.8,559.6,2.0,,45.1,1.8,15.6,,25.5,,,24.8
690c472330ee1a1902061e85,Cháo đỗ xanh,Mung bean porridge,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",229.0,6.9,0.9,48.4,0.2,0.2,47.2,1.6,,920.1,1.1,7.4,,,,,2.2
690c46c530ee1a1902061e84,Cháo đậu đen đường,Black bean sweet porridge,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",322.0,4.9,0.5,74.4,,0.2,29.2,1.1,2.8,1.6,0.5,4.8,,,0.3,,
690c4677db08a42cb6098276,Xôi xéo,Savory sticky rice with mung bean paste,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",461.4,10.2,9.5,83.7,2.4,0.4,36.6,2.6,,19.2,2.6,40.1,,4.8,,,4.5
690c461a589d07d4ed0bd1a6,Xôi trắng muối vừng,Plain sticky rice with sesame salt,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",505.7,12.5,3.5,106.2,,,32.5,1.9,,200.1,3.2,30.4,,,,,0.3
690c45c79f00465dc8016b47,Xôi lạc vừng,Sticky rice with peanuts and sesame,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",692.8,20.6,16.2,116.3,0.2,0.3,77.4,2.9,,788.5,4.0,88.1,,,,,3.3
690c45709f00465dc8016b46,Xôi khúc,Pandan sticky rice cake,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",611.0,16.2,16.8,98.8,0.9,0.7,115.4,3.4,,313.8,3.1,110.7,,9.9,,,8.0
690c451d5ed22f2a780d0364,Xôi đỗ xanh,Mung bean sticky rice,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",603.4,17.2,12.8,104.9,1.7,0.8,119.4,10.3,,102.1,3.9,155.8,,,,,9.7
690c44cc9f00465dc8016b45,Xôi dừa,Coconut sticky rice,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",596.3,14.5,6.0,121.0,,0.1,84.3,3.4,,5.5,4.0,51.0,,3.8,,,
690c44735ed22f2a780d0363,Xôi chè,Sweet sticky rice and pudding,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",803.8,25.6,4.5,165.3,2.0,1.2,93.7,4.5,,523.2,4.1,162.1,,,,,14.7
690c441d9f00465dc8016b44,Cơm suất 45k,Set meal 45k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",925.0,54.9,28.7,111.9,25.4,20.7,129.2,5.0,,749.9,4.5,87.1,,30.5,,,35.5
690c439e9f00465dc8016b43,Cơm suất 45k,Set meal 45k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",686.2,35.9,16.8,97.8,20.9,309.3,204.0,5.2,,734.7,3.7,71.3,,566.2,,,2150.4
690c43468b508b348f030092,Cơm suất 45k,Set meal 45k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",740.4,34.8,17.8,110.2,62.4,698.1,224.1,6.7,,780.9,5.2,76.9,,321.3,,,7425.9
690c42eecaa004c2330ad509,Cơm suất 40K,Set meal 40k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",631.1,30.2,22.6,76.8,,53.9,92.6,3.5,,774.6,4.1,55.0,,46.7,,,355.2
690c42549f00465dc8016b42,Cơm suất 40k,Set meal 40k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",596.7,32.0,11.2,91.9,30.9,14.0,147.1,3.0,,636.8,2.6,74.6,,39.3,,,88.8
690c41f6caa004c2330ad507,cơm suất 35k,Set meal 35k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",669.7,29.4,16.9,100.0,10.2,155.7,119.4,4.7,,728.7,4.1,58.2,,245.3,,,729.7
690c41a33bfe05838b024f23,Cơm suất 30k,Set meal 30k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",866.2,33.3,22.1,133.5,22.4,59.6,86.7,5.7,,377.8,4.3,101.5,,78.6,,,9.3
690c4138db08a42cb6098274,Cơm suất 30k,Set meal 30k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",718.8,39.0,18.3,99.4,27.0,56.6,202.8,5.5,,556.3,5.6,51.0,,48.2,,,530.7
690c40d5caa004c2330ad506,Cơm rang thập cẩm,Mixed fried rice,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",930.8,39.8,24.5,137.8,,133.2,130.6,5.2,,3628.7,3.3,99.0,,257.9,,,408.0
690c407d589d07d4ed0bd1a5,cơm rang dưa bò,Fried rice with pickled mustard greens and beef,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",753.4,36.9,17.1,113.0,19.8,123.4,142.8,5.9,,2014.6,6.1,95.3,,259.8,,,413.0
690c40161bfe50fe530c1da4,cơm bình dân 35k,Affordable set rice meal 35k,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",595.9,32.0,14.7,83.9,,119.8,180.5,5.2,,766.8,3.8,57.8,,36.5,,,1268.9
690c3fa15ed22f2a780d0362,Bún sườn mọc,Pork rib and meatball noodle soup,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",510.2,25.1,14.5,69.8,16.0,47.4,97.8,3.0,,826.2,3.2,26.0,,49.0,,,534.0
690c3f34589d07d4ed0bd1a4,Bún riêu cua bò giò,Crab noodle soup with beef and pork trotters,"Bún, cơm, xôi, cháo","Vermicelli, rice, sticky rice, porridge",515.6,22.1,23.3,54.3,,6.9,59.4,2.3,,20.5,1.7,25.6,,23.4,,,82.2
